,目次,聲,等,呼,韻部,調,攝,反切,寬式中古擬音,廣通中古拼音,推導南京音,字,修改避重複音,改後擬音,改後拼音,小韻字數,平水韻目,訛字
327,上平13佳,影,二,合,佳,平,蟹,烏媧,ʔʯɛ˧˧,qwe,ua1,蛙鼃,,ʔʯɛ˧˧,qwe,2,佳,
790,下平9麻,影,二,合,麻,平,假,烏瓜,ʔʯa˧˧,qwa,ua1,窊洼畖蛙窪哇娃,,ʔʯa˧˧,qwa,6,麻,
803,下平9麻,疑,二,合,麻,平,假,五瓜,ŋʯa˧˧,ngwa,ua2,𣢉𩨾,,ŋʯa˧˧,ngwa,2,麻,
1786,上35馬,疑,二,合,麻,上,假,五寡,ŋʯa˨˦ 'x,ngwá,ua3,瓦邷,,ŋʯa˨˦ 'x,ngwá,2,馬,
2889,去40禡,疑,二,合,麻,去,假,五化,ŋʯa˧˩ 'h,ngwà,ua4,瓦,,ŋʯa˧˩ 'h,ngwà,1,禡,
2890,去40禡,影,二,合,麻,去,假,烏㕦,ʔʯa˧˩ 'h,qwà,ua4,攨窊䠚,,ʔʯa˧˩ 'h,qwà,3,禡,
3362,入10月,明,三,合,元,入,山,望發,mʉot˥,müot,ua5,韤韈襪𥄎㒝,,mʉot˥,müot,5,月,
3430,入14黠,影,二,合,山,入,山,烏八,ʔʯæt˥,qwät,ua5,婠𣁳嗢䯉穵挖嗗膃,,ʔʯæt˥,qwät,6,黠,
3440,入14黠,疑,二,合,山,入,山,五滑,ŋʯæt˥,ngwät,ua5,𦤙聉𦘍,,ŋʯæt˥,ngwät,3,黠,
3456,入15鎋,疑,二,合,刪,入,山,五刮,ŋʯat˥,ngwat,ua5,刖䎳㱚䚴,,ŋʯat˥,ngwat,4,黠,
541,上平27刪,影,二,合,刪,平,山,烏關,ʔʯan˧˧,qwan,uang1,彎灣䘎𩅦潫,,ʔʯan˧˧,qwan,5,刪,
525,上平26桓,影,一,合,桓,平,山,一丸,ʔuan˧˧,quan,uang1,剜眢豌蜿帵婠,,ʔuan˧˧,quan,6,寒,
849,下平11唐,影,一,合,唐,平,宕,烏光,ʔuaŋ˧˧,quang,uang1,汪尢(尣)尪洸𪁘,,ʔuaŋ˧˧,quang,5,陽,
567,上平28山,影,二,合,山,平,山,委鰥,ʔʯæn˧˧,qwän,uang1,嬽,,ʔʯæn˧˧,qwän,1,刪,
482,上平22元,明,三,合,元,平,山,武元,mʉon˧˧,müon,uang2,樠,,mʉon˧˧,müon,1,元,
550,上平27刪,疑,二,合,刪,平,山,五還,ŋʯan˧˧,ngwan,uang2,𤸷頑,,ŋʯan˧˧,ngwan,2,刪,
523,上平26桓,疑,一,合,桓,平,山,五丸,ŋuan˧˧,nguan,uang2,岏刓园忨蚖䯈羱黿抏𠒢,,ŋuan˧˧,nguan,10,寒,
822,下平10陽,明,三,合,陽,平,宕,武方,mʉaŋ˧˧,müang,uang2,亡(亾)芒莣鋩硭杗朚邙𨛌望朢,,mʉaŋ˧˧,müang,11,陽,
831,下平10陽,云,三,合,陽,平,宕,雨方,ʉaŋ˧˧,üang,uang2,王蚟彺𩵭,,ʉaŋ˧˧,üang,4,陽,
1563,上24緩,影,一,合,桓,上,山,烏管,ʔuan˨˦ 'x,quán,uang3,碗(椀)盌婉宛睕,,ʔuan˨˦ 'x,quán,3,旱,
1579,上25潸,影,二,合,刪,上,山,烏板,ʔʯan˨˦ 'x,qwán,uang3,綰,,ʔʯan˨˦ 'x,qwán,1,潸,
1523,上20阮,明,三,合,元,上,山,無遠,mʉon˨˦ 'x,müón,uang3,晚娩挽輓㿸㝃脕,,mʉon˨˦ 'x,müón,7,阮,
1820,上36養,明,三,合,陽,上,宕,文兩,mʉaŋ˨˦ 'x,müáng,uang3,网網罔輞棢惘菵誷𡔞𦖉蛧魍,,mʉaŋ˨˦ 'x,müáng,12,養,
1822,上36養,影,三,合,陽,上,宕,紆往,ʔʉaŋ˨˦ 'x,qüáng,uang3,枉𢽃汪𣢫,,ʔʉaŋ˨˦ 'x,qüáng,4,養,
1823,上36養,云,三,合,陽,上,宕,于兩,ʉaŋ˨˦ 'x,üáng,uang3,往暀,,ʉaŋ˨˦ 'x,üáng,2,養,
1845,上37蕩,影,一,合,唐,上,宕,烏晃,ʔuaŋ˨˦ 'x,quáng,uang3,㳹瀇,,ʔuaŋ˨˦ 'x,quáng,2,養,
2087,上55范,明,三,合,凡,上,咸,亡范,mʉɒm˨˦ 'x,müö́m,uang3,錽𡕢𢨔,,mʉɒm˨˦ 'x,müö́m,3,豏,
2912,去41漾,明,三,合,陽,去,宕,巫放,mʉaŋ˧˩ 'h,müàng,uang4,妄望朢忘汒𧫢,,mʉaŋ˧˩ 'h,müàng,6,漾,
2915,去41漾,云,三,合,陽,去,宕,于放,ʉaŋ˧˩ 'h,üàng,uang4,迋旺暀㤮王,,ʉaŋ˧˩ 'h,üàng,5,漾,
2943,去42宕,影,一,合,唐,去,宕,烏浪,ʔuaŋ˧˩ 'h,quàng,uang4,汪䤑,,ʔuaŋ˧˩ 'h,quàng,2,漾,
2649,去29換,影,一,合,桓,去,山,烏貫,ʔuan˧˩ 'h,quàn,uang4,惋腕𦞿捥睕琬,,ʔuan˧˩ 'h,quàn,6,翰,
2652,去29換,疑,一,合,桓,去,山,五換,ŋuan˧˩ 'h,nguàn,uang4,玩貦翫妧忨,,ŋuan˧˩ 'h,nguàn,5,翰,
2672,去30諫,影,二,合,刪,去,山,烏患,ʔʯan˧˩ 'h,qwàn,uang4,綰贃𩈬,,ʔʯan˧˩ 'h,qwàn,3,諫,
2677,去30諫,疑,二,合,刪,去,山,五患,ŋʯan˧˩ 'h,ngwàn,uang4,薍,,ŋʯan˧˩ 'h,ngwàn,1,諫,
3156,去60梵,明,三,合,凡,去,咸,亡劔,mʉɒm˧˩ 'h,müö̀m,uang4,𦲯(𦱏),,mʉɒm˧˩ 'h,müö̀m,1,陷,
2597,去25願,明,三,合,元,去,山,無販,mʉon˧˩ 'h,müòn,uang4,萬万輓蔓曼蟃鰻𨞼娩獌䝡𦂔贎䡬㿸脕鬗𩆊,,mʉon˧˩ 'h,müòn,18,願,䨲(𩆊)
353,上平14皆,影,二,合,皆,平,蟹,乙乖,ʔʯæi˧˧,qwäi,uä1,崴碨䴜溾瀤𪊉洼,,ʔʯæi˧˧,qwäi,4,佳,
2482,去16怪,疑,二,合,皆,去,蟹,五怪,ŋʯæi˧˩ 'h,ngwä̀i,uä4,聵𦖥𩔀,,ŋʯæi˧˩ 'h,ngwä̀i,3,卦,
2494,去17夬,影,二,合,夬,去,蟹,烏快,ʔʯaj˧˩ 'h,qwàj,uä4,䵳䶐懀,,ʔʯaj˧˩ 'h,qwàj,3,卦,
3591,入19鐸,疑,一,合,唐,入,宕,五郭,ŋuak˥,nguak,uä5,瓁,,ŋuak˥,nguak,1,藥,
3612,入20陌,影,二,合,庚,入,梗,乙白,ʔʯæk˥,qwäk,uä5,䪝,,ʔʯæk˥,qwäk,1,陌,
3406,入13末,疑,一,合,桓,入,山,五活,ŋuat˥,nguat,uä5,枂,,ŋuat˥,nguat,1,曷,
217,上平8微,影,三,合,微,平,止,於非,ʔʉəi˧˧,qüëi,uei1,威葳隇嵔蝛鰄媁楲,,ʔʉəi˧˧,qüëi,8,微,
92,上平5支,影,三,合,支B,平,止,於爲,ʔʉɪ˧˧,qüï,uei1,逶𣨙萎㮃覣痿蜲倭委䴧蟡,,ʔʉɪ˧˧,qüï,10,支,
366,上平15灰,影,一,合,灰,平,蟹,烏恢,ʔuɒi˧˧,quöi,uei1,隈煨䋿渨椳偎𩗯揋𧤖葨鰃,,ʔuɒi˧˧,quöi,11,灰,
321,上平12齊,影,四,合,齊,平,蟹,烏攜,ʔyɛi˧˧,qvei,uei1,烓𧟼𤮰,,ʔyɛi˧˧,qvei,3,齊,
211,上平8微,明,三,合,微,平,止,無非,mʉəi˧˧,müëi,uei2,微𢼸㵟䉠薇䥩癓矀,,mʉəi˧˧,müëi,8,微,
213,上平8微,云,三,合,微,平,止,雨非,ʉəi˧˧,üëi,uei2,圍幃韋䙟𩎯闈違湋囗鍏潿婔𧝕𠆎𢾁,,ʉəi˧˧,üëi,15,微,
223,上平8微,疑,三,合,微,平,止,語韋,ŋʉəi˧˧,ngüëi,uei2,巍犩,,ŋʉəi˧˧,ngüëi,2,微,
89,上平5支,云,三,合,支B,平,止,薳支,ʉɪ˧˧,üï,uei2,爲為潙䧦鄬𩻟,,ʉɪ˧˧,üï,6,支,
128,上平5支,疑,三,合,支B,平,止,魚爲,ŋʉɪ˧˧,ngüï,uei2,危㕒洈峗,,ŋʉɪ˧˧,ngüï,4,支,
142,上平5支,以,三,合,支A,平,止,悅吹,jyɪ˧˧,jvï,uei2,䔺𩁌蠵欈𧲚䝐,,jyɪ˧˧,jvï,6,支,
166,上平6脂,以,三,合,脂A,平,止,以追,jyi˧˧,jvi,uei2,惟𣄧維遺濰壝𥌰蓶䜅琟唯𧔥,,jyi˧˧,jvi,12,支,
174,上平6脂,云,三,合,脂B,平,止,洧悲,ʉi˧˧,üi,uei2,帷,,ʉi˧˧,üi,1,支,
379,上平15灰,疑,一,合,灰,平,蟹,五灰,ŋuɒi˧˧,nguöi,uei2,鮠桅嵬磑峞阢,,ŋuɒi˧˧,nguöi,5,灰,
1311,上7尾,明,三,合,微,上,止,無匪,mʉəi˨˦ 'x,müë́i,uei3,尾亹斖浘娓䞔䅏䬿,,mʉəi˨˦ 'x,müë́i,8,尾,
1317,上7尾,云,三,合,微,上,止,于鬼,ʉəi˨˦ 'x,üë́i,uei3,韙煒暐偉瑋葦椲韡𩘚媁愇鍏𢯷,,ʉəi˨˦ 'x,üë́i,13,尾,
1322,上7尾,影,三,合,微,上,止,於鬼,ʔʉəi˨˦ 'x,qüë́i,uei3,磈嵔,,ʔʉəi˨˦ 'x,qüë́i,2,尾,
1206,上4紙,影,三,合,支B,上,止,於詭,ʔʉɪ˨˦ 'x,qüḯ,uei3,委骫蜲𠷏䍴,,ʔʉɪ˨˦ 'x,qüḯ,5,紙,
1216,上4紙,云,三,合,支B,上,止,韋委,ʉɪ˨˦ 'x,üḯ,uei3,蔿鄬儰䧦𤾸𤺉䦱薳寪,,ʉɪ˨˦ 'x,üḯ,9,紙,
1239,上4紙,以,三,合,支A,上,止,羊捶,jyɪ˨˦ 'x,jvḯ,uei3,䓈䔺芛撱䝐𤼒,,jyɪ˨˦ 'x,jvḯ,6,紙,
1243,上4紙,疑,三,合,支B,上,止,魚毁,ŋʉɪ˨˦ 'x,ngüḯ,uei3,硊頠𪀗姽,,ŋʉɪ˨˦ 'x,ngüḯ,4,紙,
1260,上5旨,云,三,合,脂B,上,止,榮美,ʉi˨˦ 'x,üí,uei3,洧鮪痏䵋,,ʉi˨˦ 'x,üí,4,紙,
1276,上5旨,以,三,合,脂A,上,止,以水,jyi˨˦ 'x,jví,uei3,唯蓶䲊壝瀢孈㨊踓鷕,,jyi˨˦ 'x,jví,8,紙,
1429,上14賄,影,一,合,灰,上,蟹,烏賄,ʔuɒi˨˦ 'x,quö́i,uei3,猥腲嵔鍡㛱碨𥓔㱬㞇𨝀,,ʔuɒi˨˦ 'x,quö́i,10,賄,
1440,上14賄,疑,一,合,灰,上,蟹,五罪,ŋuɒi˨˦ 'x,nguö́i,uei3,頠顡隗峞嵬䫥䃬,,ŋuɒi˨˦ 'x,nguö́i,7,賄,
1444,上14賄,云,一,合,灰,上,蟹,于罪,uɒi˨˦ 'x,uö́i,uei3,侑,,uɒi˨˦ 'x,uö́i,1,賄,
2438,去14泰,疑,一,合,泰,去,蟹,五會,ŋuaj˧˩ 'h,nguàj,uei4,外,,ŋuaj˧˩ 'h,nguàj,1,泰,
2157,去5寘,云,三,合,支B,去,止,于僞,ʉɪ˧˩ 'h,üï̀,uei4,爲,,ʉɪ˧˩ 'h,üï̀,1,寘,
2181,去5寘,影,三,合,支B,去,止,於僞,ʔʉɪ˧˩ 'h,qüï̀,uei4,餧萎䍴𣨙,,ʔʉɪ˧˩ 'h,qüï̀,4,寘,
2182,去5寘,疑,三,合,支B,去,止,危睡,ŋʉɪ˧˩ 'h,ngüï̀,uei4,僞(偽),,ŋʉɪ˧˩ 'h,ngüï̀,1,寘,
2184,去5寘,影,三,合,支A,去,止,於避,ʔyɪ˧˩ 'h,qvï̀,uei4,恚㜇,,ʔyɪ˧˩ 'h,qvï̀,2,寘,
2191,去5寘,以,三,合,支A,去,止,以睡,jyɪ˧˩ 'h,jvï̀,uei4,瓗纗䜜贀,,jyɪ˧˩ 'h,jvï̀,4,寘,
2198,去6至,云,三,合,脂B,去,止,于愧,ʉi˧˩ 'h,üì,uei4,位,,ʉi˧˩ 'h,üì,1,寘,
2244,去6至,以,三,合,脂A,去,止,以醉,jyi˧˩ 'h,jvì,uei4,遺𤀷𢣘蜼瞶𧔥䗽,,jyi˧˩ 'h,jvì,7,寘,
2275,去8未,明,三,合,微,去,止,無沸,mʉəi˧˩ 'h,müë̀i,uei4,未味菋𩑵䊊沬鮇𡶎,,mʉəi˧˩ 'h,müë̀i,8,未,
2277,去8未,云,三,合,微,去,止,于貴,ʉəi˧˩ 'h,üë̀i,uei4,胃謂㥜媦𦩝緯彚(彙)蝟渭煟𩹂𨾂緭𢍚𦳢䬑圍,,ʉəi˧˩ 'h,üë̀i,17,未,
2278,去8未,疑,三,合,微,去,止,魚貴,ŋʉəi˧˩ 'h,ngüë̀i,uei4,魏犩,,ŋʉəi˧˩ 'h,ngüë̀i,2,未,
2282,去8未,影,三,合,微,去,止,於胃,ʔʉəi˧˩ 'h,qüë̀i,uei4,尉㷉熨慰畏罻犚蔚螱𧕈褽䲁,,ʔʉəi˧˩ 'h,qüë̀i,12,未,
2440,去14泰,影,一,合,泰,去,蟹,烏外,ʔuaj˧˩ 'h,quàj,uei4,懀濊薈嬒䶐瞺䵳,,ʔuaj˧˩ 'h,quàj,7,泰,
2515,去18隊,影,一,合,灰,去,蟹,烏繢,ʔuɒi˧˩ 'h,quö̀i,uei4,𩲄㕈隈,,ʔuɒi˧˩ 'h,quö̀i,3,隊,
2524,去18隊,疑,一,合,灰,去,蟹,五對,ŋuɒi˧˩ 'h,nguö̀i,uei4,磑,,ŋuɒi˧˩ 'h,nguö̀i,1,隊,
2544,去20廢,影,三,合,廢,去,蟹,於廢,ʔʉɒj˧˩ 'h,qüö̀j,uei4,穢薉濊獩饖䮹,,ʔʉɒj˧˩ 'h,qüö̀j,6,隊,
2385,去13祭,云,三,合,祭B,去,蟹,于歲,ʉɛj˧˩ 'h,üèj,uei4,衞(衛)軎轊㻰𥶽𧲝𧲔槥彗㦣讏𤜂熭㨹,,ʉɛj˧˩ 'h,üèj,13,霽,璏(㻰)
485,上平23魂,影,一,合,魂,平,臻,烏渾,ʔuon˧˧,quon,uen1,温(溫)昷(𥁕)輼蕰𩥈殟鴛𨜵豱緼韞㼔𪉸瘟,,ʔuon˧˧,quon,13,元,
494,上平23魂,疑,一,合,魂,平,臻,牛昆,ŋuon˧˧,nguon,uen2,㑮瘒顐梱,,ŋuon˧˧,nguon,4,元,
455,上平20文,明,三,合,文,平,臻,無分,mʉən˧˧,müën,uen2,文聞𦖫彣紋雯馼蟁蚊螡䰚鳼闅汶鼤閩(閿),,mʉən˧˧,müën,16,文,
1499,上18吻,明,三,合,文,上,臻,武粉,mʉən˨˦ 'x,müë́n,uen3,吻𦝮刎抆伆勽𦮶,,mʉən˨˦ 'x,müë́n,7,吻,
1870,上38梗,影,二,合,庚,上,梗,烏猛,ʔʯæŋ˨˦ 'x,qwä́ng,uen3,䁝浻奣,,ʔʯæŋ˨˦ 'x,qwä́ng,3,梗,
1536,上21混,影,一,合,魂,上,臻,烏本,ʔuon˨˦ 'x,qúon,uen3,穩𡁋㒚,,ʔuon˨˦ 'x,qúon,3,阮,
2579,去23問,明,三,合,文,去,臻,亡運,mʉən˧˩ 'h,müë̀n,uen4,問璺絻汶紊聞莬脕抆鼤娩,,mʉən˧˩ 'h,müë̀n,11,問,
2966,去43映,影,二,合,庚,去,梗,烏橫,ʔʯæŋ˧˩ 'h,qwä̀ng,uen4,𥥈,,ʔʯæŋ˧˩ 'h,qwä̀ng,1,敬,
2615,去26慁,影,一,合,魂,去,臻,烏困,ʔuon˧˩ 'h,qùon,uen4,揾(搵)䭡,,ʔuon˧˩ 'h,qùon,2,願,
2623,去26慁,疑,一,合,魂,去,臻,五困,ŋuon˧˩ 'h,ngùon,uen4,顐諢,,ŋuon˧˩ 'h,ngùon,2,願,
272,上平10虞,影,三,合,虞,平,遇,憶俱,ʔʉo˧˧,qüo,ü1,迂紆䩒陓扜䩽䙔蓲䣿㝼虶䨕,,ʔʉo˧˧,qüo,12,虞,
239,上平9魚,影,三,開,魚,平,遇,央居,ʔɨo˧˧,qyo,ü1,於淤扵箊唹,,ʔɨo˧˧,qyo,5,魚,
250,上平10虞,疑,三,合,虞,平,遇,遇俱,ŋʉo˧˧,ngüo,ü2,愚虞𩦢娛湡堣𪃍嵎髃禺隅䴁鰅鍝澞𧍪㷒齵鸆𨜖,,ŋʉo˧˧,ngüo,20,虞,
253,上平10虞,云,三,合,虞,平,遇,羽俱,ʉo˧˧,üo,ü2,于迂盂邘雩𦏴竽玗芋汙䣿杅釪𧘘骬𠌶謣䩒䢓𦱃圩,,ʉo˧˧,üo,20,虞,
261,上平10虞,以,三,合,虞,平,遇,羊朱,jʉo˧˧,jüo,ü2,逾踰窬臾楰腴諛隃鄃覦𨵦俞歈愉𢋅揄褕瑜崳㥚羭蝓榆萸堬牏渝媮𤜹㳛𤧙瘉螸蕍𦺮䩱䜽萮𧃠舀㼶騟𢔢𥯮𥔢瘐,,jʉo˧˧,jüo,45,虞,
226,上平9魚,疑,三,開,魚,平,遇,語居,ŋɨo˧˧,ngyo,ü2,魚漁齬鋙衙䲆𩼪䰻䁩,,ŋɨo˧˧,ngyo,10,魚,
231,上平9魚,以,三,開,魚,平,遇,以諸,jɨo˧˧,jyo,ü2,余蜍藇㶛餘輿旟鵌璵艅畬𤰩𤄕歟與譽嬩舁擧妤伃㦛𪋮予㺞𩦡𧾚狳鸒雓,,jɨo˧˧,jyo,30,魚,
1324,上8語,疑,三,開,魚,上,遇,魚巨,ŋɨo˨˦ 'x,ngyó,ü3,語圉敔圄衙齬鋙禦篽籞蘌䥏,,ŋɨo˨˦ 'x,ngyó,12,語,
1327,上8語,以,三,開,魚,上,遇,余吕,jɨo˨˦ 'x,jyó,ü3,與与歟予藇𢌱㦛,,jɨo˨˦ 'x,jyó,7,語,
1343,上8語,影,三,開,魚,上,遇,於許,ʔɨo˨˦ 'x,qyó,ü3,𢮁𩩘,,ʔɨo˨˦ 'x,qyó,2,語,
1351,上9麌,疑,三,合,虞,上,遇,虞矩,ŋʉo˨˦ 'x,ngüó,ü3,麌俁噳,,ŋʉo˨˦ 'x,ngüó,3,麌,
1352,上9麌,云,三,合,虞,上,遇,王矩,ʉo˨˦ 'x,üó,ü3,羽禹雨宇㝢瑀祤栩鄅頨楀萭䣁聥䨞,,ʉo˨˦ 'x,üó,15,麌,
1361,上9麌,以,三,合,虞,上,遇,以主,jʉo˨˦ 'x,jüó,ü3,庾窳𥦠抌㥚𦺮愈瘉(癒)㼌貐楰斞瘐,,jʉo˨˦ 'x,jüó,12,麌,
1363,上9麌,影,三,合,虞,上,遇,於武,ʔʉo˨˦ 'x,qüó,ü3,傴噢迂,,ʔʉo˨˦ 'x,qüó,3,麌,
2291,去9御,疑,三,開,魚,去,遇,牛倨,ŋɨo˧˩ 'h,ngyò,ü4,御馭語,,ŋɨo˧˩ 'h,ngyò,3,御,
2301,去9御,影,三,開,魚,去,遇,依倨,ʔɨo˧˩ 'h,qyò,ü4,飫瘀鄔淤菸𩜏𢮁棜醧𡫾𡬊,,ʔɨo˧˩ 'h,qyò,10,御,
2309,去9御,以,三,開,魚,去,遇,羊洳,jɨo˧˩ 'h,jyò,ü4,預豫譽譽𩦡輿鸒悆𪋮𣝑藇蕷穥𡱣忬歟悇與澦𡒊,,jɨo˧˩ 'h,jyò,20,御,
2316,去10遇,疑,三,合,虞,去,遇,牛具,ŋʉo˧˩ 'h,ngüò,ü4,遇寓媀禺𤸒䴁庽,,ŋʉo˧˩ 'h,ngüò,7,遇,
2317,去10遇,影,三,合,虞,去,遇,衣遇,ʔʉo˧˩ 'h,qüò,ü4,嫗蓲饇,,ʔʉo˧˩ 'h,qüò,3,遇,
2325,去10遇,以,三,合,虞,去,遇,羊戍,jʉo˧˩ 'h,jüò,ü4,裕覦諭喻籲䘱𣈯,,jʉo˧˩ 'h,jüò,7,遇,
2331,去10遇,云,三,合,虞,去,遇,王遇,ʉo˧˩ 'h,üò,ü4,芋雨羽吁䨒,,ʉo˧˩ 'h,üò,5,遇,
3620,入20陌,影,三,合,庚,入,梗,一虢,ʔʉæk˥,qüäk,ü5,擭濩彠䪝㠛,,ʔʉæk˥,qüäk,5,陌,
3207,入1屋,以,三,開,東,入,通,余六,jɨuk˥,jyuk,ü5,育毓鬻粥𩱱䋭𧷗儥棛錥煜焴昱蒮淯蜟𢌻堉喅𤳕𥉑逳𦱀蘛,,jɨuk˥,jyuk,24,屋,
3220,入1屋,影,三,開,東,入,通,於六,ʔɨuk˥,qyuk,ü5,郁戫彧燠栯噢墺䐿薁澳隩䉛𣢜𨞓𪑝稶懊㰲𠸹𨪎,,ʔɨuk˥,qyuk,20,屋,
3223,入1屋,云,三,開,東,入,通,于六,ɨuk˥,yuk,ü5,囿哊,,ɨuk˥,yuk,2,屋,
3225,入1屋,疑,三,開,東,入,通,魚菊,ŋɨuk˥,ngyuk,ü5,砡,,ŋɨuk˥,ngyuk,1,屋,
3243,入3燭,疑,三,開,鍾,入,通,魚欲,ŋɨok˥,ngyok,ü5,玉獄頊鳿鈺,,ŋɨok˥,ngyok,4,沃,
3251,入3燭,以,三,開,鍾,入,通,余蜀,jɨok˥,jyok,ü5,欲浴鵒𩀑鋊輍𤞞慾谷(峪),,jɨok˥,jyok,9,沃,
3340,入8物,影,三,合,文,入,臻,紆物,ʔʉət˥,qüët,ü5,鬱欝灪爩𩚴黦𥘄菀尉熨蔚𩰪,,ʔʉət˥,qüët,12,物,
3346,入8物,云,三,合,文,入,臻,王勿,ʉət˥,üët,ü5,䬑𢯮觱䁌𢔥㧒,,ʉət˥,üët,6,物,
3348,入8物,疑,三,合,文,入,臻,魚勿,ŋʉət˥,ngüët,ü5,崛,,ŋʉət˥,ngüët,1,物,
3713,入24職,云,三,合,蒸,入,曾,雨逼,ʉɨk˥,üyk,ü5,域蜮罭棫㚜𪂉𦈸琙𪑝緎䮙魊淢𦱂閾,,ʉɨk˥,üyk,14,職,
3307,入5質,云,三,合,眞B,入,臻,于筆,ʉɨt˥,üyt,ü5,䫻𣅕汩𦳯㧒,,ʉɨt˥,üyt,5,質,汨(汩)
3324,入6術,以,三,合,諄A,入,臻,餘律,jyit˥,jvit,ü5,聿窵(鴪)燏遹鷸驈繘𩙅潏矞霱𧑐䢖芛欥鱊噊䋖銉𦒔𥎐,,jyit˥,jvit,21,質,
3660,入22昔,以,三,合,清,入,梗,營隻,jyæk˥,jväk,ü5,役䓈疫𩷍坄垼炈𪁛鈠𩂹豛𧈻,,jyæk˥,jväk,12,陌,
474,上平22元,影,三,合,元,平,山,於袁,ʔʉon˧˧,qüon,üän1,冤鴛㠾鵷𣹠惌䥉宛蜿𩝸蒬怨𡟰葾䡝䩩裷眢,,ʔʉon˧˧,qüon,18,元,
591,下平1先,影,四,合,先,平,山,烏玄,ʔyɛn˧˧,qven,üän1,淵𠝃囦㾓弲剈鼘𨓯䨊蜎,,ʔyɛn˧˧,qven,10,先,
625,下平2仙,影,三,合,仙A,平,山,於緣,ʔyæn˧˧,qvän,üän1,娟嬛悁蜎𡷡潫𡣬,,ʔyæn˧˧,qvän,7,先,
644,下平2仙,影,三,合,仙B,平,山,於權,ʔʉæn˧˧,qüän,üän1,嬽潫,,ʔʉæn˧˧,qüän,2,先,
469,上平22元,疑,三,合,元,平,山,愚袁,ŋʉon˧˧,ngüon,üän2,元原𨙅源厵杬嫄沅騵黿羱蚖𧔞芫邧榞謜㹉䬧獂阮蒝螈,,ŋʉon˧˧,ngüon,22,元,
470,上平22元,云,三,合,元,平,山,雨元,ʉon˧˧,üon,üän2,袁爰垣𩫧園援榬轅鶢媛洹溒𧻚蝯猨猿,,ʉon˧˧,üon,16,元,
623,下平2仙,以,三,合,仙A,平,山,與專,jyæn˧˧,jvän,üän2,沿(㳂)鉛(鈆)櫞捐鳶蝝緣䱲𦿂𦛔,,jyæn˧˧,jvän,12,先,
632,下平2仙,云,三,合,仙B,平,山,王權,ʉæn˧˧,üän,üän2,員圜圓湲,,ʉæn˧˧,üän,4,先,
1526,上20阮,影,三,合,元,上,山,於阮,ʔʉon˨˦ 'x,qüón,üän3,婉菀苑踠蜿䖤畹琬宛惌倇䩩𩌑䘼夗𩎺晼睕𤗍䛄,,ʔʉon˨˦ 'x,qüón,20,阮,
1642,上28獮,以,三,合,仙A,上,山,以轉,jyæn˨˦ 'x,jvä́n,üän3,兖(兗)渷沇𢯻抁萒馻㕣𦁙𩘍,,jyæn˨˦ 'x,jvä́n,10,銑,
1515,上20阮,疑,三,合,元,上,山,虞遠,ŋʉon˨˦ 'x,ngüón,üän3,阮𠒜邧朊,,ŋʉon˨˦ 'x,ngüón,3,阮,
1516,上20阮,云,三,合,元,上,山,雲阮,ʉon˨˦ 'x,üón,üän3,遠𩔃,,ʉon˨˦ 'x,üón,2,阮,
2710,去32霰,影,四,合,先,去,山,烏縣,ʔyɛn˧˩ 'h,qvèn,üän4,䬼裫噮肙,,ʔyɛn˧˩ 'h,qvèn,4,霰,
2719,去33線,云,三,合,仙B,去,山,王眷,ʉæn˧˩ 'h,üä̀n,üän4,瑗援媛褑院,,ʉæn˧˩ 'h,üä̀n,5,霰,
2722,去33線,以,三,合,仙A,去,山,以絹,jyæn˧˩ 'h,jvä̀n,üän4,掾縁(緣)𢐄䬇,,jyæn˧˩ 'h,jvä̀n,4,霰,
2593,去25願,疑,三,合,元,去,山,魚怨,ŋʉon˧˩ 'h,ngüòn,üän4,願𩕾傆愿,,ŋʉon˧˩ 'h,ngüòn,4,願,
2594,去25願,影,三,合,元,去,山,於願,ʔʉon˧˩ 'h,qüòn,üän4,怨䛄苑,,ʔʉon˧˩ 'h,qüòn,2,願,
2606,去25願,云,三,合,元,去,山,于願,ʉon˧˩ 'h,üòn,üän4,遠,,ʉon˧˩ 'h,üòn,1,願,
757,下平8戈,影,三,合,戈,平,果,於靴,ʔʉɒ˧˧,qüö,üe1,𦚢𠏃,,ʔʉɒ˧˧,qüö,2,歌,
3473,入16屑,影,四,合,先,入,山,於決,ʔyɛt˥,qvet,üe5,抉䆕妜焆𥈾䆢,,ʔyɛt˥,qvet,6,屑,
3505,入17薛,以,三,合,仙A,入,山,弋雪,jyæt˥,jvät,üe5,悅說閱蛻娧𧀲䓲,,jyæt˥,jvät,7,屑,
3507,入17薛,影,三,合,仙B,入,山,乙劣,ʔʉæt˥,qüät,üe5,噦,,ʔʉæt˥,qüät,1,屑,
3523,入17薛,影,三,合,仙A,入,山,於悅,ʔyæt˥,qvät,üe5,妜,,ʔyæt˥,qvät,1,屑,
3354,入10月,疑,三,合,元,入,山,魚厥,ŋʉot˥,ngüot,üe5,月刖跀𧿁軏抈扤枂鈅玥𦘹,,ŋʉot˥,ngüot,11,月,
3356,入10月,云,三,合,元,入,山,王伐,ʉot˥,üot,üe5,越𨒋粤(粵)戉鉞䋐樾蚏曰𥩡𡛟㻰(璏)熭𣐋𧊎泧,,ʉot˥,üot,16,月,璏(㻰)
